1	166,44
2	201,41
3	246,42
4	246,71
5	86,97
6	86,138
7	86,171
8	85,201
9	87,244
10	113,99
11	114,244
12	141,97
13	143,138
14	143,172
15	140,203
16	143,245
17	165,98
18	166,245
19	187,98
20	189,140
21	188,174
22	187,203
23	189,246
24	216,98
25	217,244
26	243,97
27	244,138
28	247,171
29	245,204
30	245,245
31	267,97
32	270,244
33	293,98
34	291,137
35	293,173
36	291,203
37	293,246
38	319,99
39	322,245
40	347,99
41	348,137
42	348,171
43	349,204
44	348,244
45	372,99
46	373,244
47	394,98
48	393,138
49	395,173
50	396,204
51	394,245
52	420,95
53	423,246
54	451,97
55	451,139
56	450,172
57	450,203
58	451,246
59	475,99
60	474,245
61	496,96
62	497,139
63	497,172
64	496,203
65	499,246
66	525,99
67	526,246
68	554,98
69	554,142
70	552,172
71	555,202
72	553,246
73	577,97
74	578,245
75	600,95
76	601,139
77	599,172
78	601,202
79	600,246
80	629,99
81	629,243
82	655,97
83	657,140
84	656,171
85	657,205
86	657,243
87	681,99
88	680,244
89	701,98
90	701,139
91	703,172
92	702,204
93	703,246
94	729,100
95	730,246
96	759,98
97	758,138
98	760,172
99	760,204
100	759,244
101	782,98
102	783,244
103	807,96
104	806,138
105	807,170
106	805,202
107	806,244
108	833,98
109	833,246
110	861,98
111	862,140
112	861,172
113	862,203
114	861,245
115	885,97
116	887,245
117	906,97
118	908,139
119	908,173
120	908,205
121	908,245
122	933,96
123	936,243
124	963,96
125	963,139
126	963,173
127	964,204
128	965,246
129	989,98
130	988,246
131	1010,98
132	1010,136
133	1011,173
134	1011,203
135	1013,245
136	1038,99
137	1039,245
138	1067,98
139	1066,140
140	1066,172
141	1067,204
142	1067,243
143	599,273
144	600,303
145	565,305
146	529,304
147	494,302
148	461,302
149	427,305
150	391,304
151	352,305
152	318,304
153	283,306
154	249,303
155	216,305
156	180,302
157	147,307
158	113,304
159	670,339
160	668,304
161	703,306
162	740,304
163	773,303
164	806,305
165	843,305
166	878,306
167	915,303
168	948,303
169	981,306
170	1020,306
171	1055,306
172	1090,302
173	1124,305
174	1149,302
175	1152,271
176	1148,245
177	214,367
178	172,363
179	113,335
180	111,368
181	110,415
182	107,449
183	76,451
184	45,450
185	41,423
186	44,68
187	44,43
188	108,41
189	595,364
190	634,366
191	669,364
192	1111,244
193	886,470
194	901,476
195	897,479
196	892,477
197	889,484
198	889,487
199	899,491
200	905,725
201	869,726
202	423,724
203	400,728
204	376,725
205	187,726
206	164,727
207	164,691
208	163,524
209	163,499
210	187,499
211	368,498
212	396,500
213	398,523
214	400,693
