1	205,51
2	244,49
3	299,48
4	301,85
5	108,117
6	106,165
7	103,206
8	106,243
9	103,290
10	138,115
11	144,288
12	179,117
13	175,168
14	175,205
15	174,244
16	179,290
17	203,112
18	204,286
19	230,116
20	231,167
21	232,203
22	236,244
23	235,292
24	268,115
25	270,288
26	303,115
27	301,165
28	301,201
29	301,241
30	300,292
31	326,113
32	329,289
33	358,117
34	359,164
35	359,205
36	358,242
37	358,290
38	390,117
39	391,289
40	428,119
41	425,167
42	426,201
43	428,242
44	424,291
45	455,112
46	455,290
47	485,116
48	483,164
49	483,203
50	482,239
51	484,289
52	518,115
53	516,287
54	552,118
55	553,168
56	553,203
57	553,238
58	555,287
59	585,113
60	579,289
61	607,115
62	611,164
63	610,202
64	610,244
65	608,288
66	646,115
67	646,288
68	675,113
69	678,170
70	680,201
71	677,238
72	681,292
73	710,116
74	707,290
75	738,114
76	739,160
77	738,205
78	736,241
79	734,292
80	769,116
81	768,292
82	803,113
83	806,166
84	806,205
85	803,239
86	806,288
87	833,117
88	829,289
89	863,114
90	865,167
91	861,204
92	858,242
93	864,291
94	891,115
95	896,293
96	928,113
97	930,165
98	931,206
99	933,241
100	929,294
101	963,117
102	963,285
103	988,113
104	987,161
105	986,203
106	991,241
107	991,287
108	1019,115
109	1022,285
110	1054,113
111	1055,165
112	1057,207
113	1057,242
114	1057,293
115	1088,118
116	1086,289
117	1112,115
118	1115,163
119	1115,202
120	1113,239
121	1118,291
122	1153,114
123	1148,289
124	1182,119
125	1180,162
126	1184,204
127	1184,241
128	1181,292
129	1213,116
130	1212,291
131	1244,111
132	1240,164
133	1243,202
134	1242,239
135	1237,293
136	1275,114
137	1274,290
138	1307,115
139	1309,161
140	1309,203
141	1309,243
142	1310,291
143	734,326
144	735,363
145	698,359
146	652,360
147	609,357
148	566,361
149	529,360
150	475,355
151	442,362
152	392,360
153	347,363
154	312,359
155	268,361
156	222,359
157	183,359
158	139,361
159	824,401
160	821,363
161	859,363
162	902,363
163	953,363
164	996,367
165	1040,363
166	1079,357
167	1116,363
168	1164,361
169	1206,364
170	1248,362
171	1292,362
172	1333,360
173	1382,362
174	1412,359
175	1413,325
176	1415,291
177	260,433
178	217,435
179	139,397
180	137,429
181	139,489
182	134,533
183	92,536
184	50,534
185	55,500
186	53,80
187	52,49
188	131,48
189	728,432
190	776,432
191	824,432
192	1365,289
193	1342,525
194	1344,526
195	1360,546
196	1359,548
197	1367,574
198	1368,598
199	1369,627
200	1114,856
201	1066,862
202	520,862
203	494,862
204	460,862
205	231,861
206	197,863
207	200,818
208	200,619
209	203,589
210	231,592
211	455,591
212	493,591
213	490,623
214	489,818
